a,b,cp,c,ab
0.0320646719159765,2.57066391771883,2.76549862176714,2.66365412785161,0.0641393144096797
0.050052176358893,0.520838871514112,0.584800555918852,0.558412263107571,0.0768581381302453
0.574441081881489,3.91929244315555,3.67038517846635,3.68577234023597,0.867285170433743
0.565669359587629,8.88093035418258e-05,0.000242185243440662,0.000228010108829002,0.385785779968614
